2/1/16,0.162,0.046,,Total P,58.871
2/2/16,0.18,0.094,,Total N,31.746
2/2/16,0.121,0.037,,P/N,1.854438354
2/2/16,0.208,0.033,,,
2/2/16,0.097,0.07,,,
2/2/16,0.203,0.029,,,
2/2/16,0.077,0.063,,,
2/2/16,0.088,0.066,,,
2/3/16,0.047,0.124,,,
2/3/16,0.109,0.043,,,
2/3/16,0.13,0.036,,,
2/3/16,0.132,0.049,,,
2/4/16,0.046,0.124,,,
2/4/16,0.035,0.078,,,
2/4/16,0.131,0.029,,,
2/4/16,0.034,0.077,,,
2/5/16,0.128,0.061,,,
2/8/16,0.16,0.062,,,
2/8/16,0.089,0.1,,,
2/8/16,0.167,0.034,,,
2/8/16,0.078,0.054,,,
2/8/16,0.105,0.029,,,
2/9/16,0.112,0.044,,,
2/9/16,0.124,0.084,,,
2/9/16,0.096,0.106,,,
2/9/16,0.107,0.032,,,
2/9/16,0.119,0.077,,,
2/10/16,0.048,0.026,,,
2/10/16,0.089,0.071,,,
2/10/16,0.134,0.092,,,
2/10/16,0.143,0.032,,,
2/10/16,0.128,0.027,,,
2/10/16,0.161,0.059,,,
2/10/16,0.099,0.038,,,
2/10/16,0.107,0.041,,,
2/10/16,0.093,0.056,,,
2/11/16,0.049,0.199,,,
2/11/16,0.085,0.077,,,
2/11/16,0.101,0.081,,,
2/11/16,0.092,0.063,,,
2/11/16,0.117,0.045,,,
2/11/16,0.064,0.036,,,
2/11/16,0.1,0.066,,,
2/11/16,0.116,0.037,,,
2/12/16,0.04,0,,,
2/12/16,0.042,0.048,,,
2/12/16,0.165,0.088,,,
2/13/16,0.04,0,,,
2/13/16,0.109,0.119,,,
2/14/16,0.104,0.051,,,
2/14/16,0.1,0.02,,,
2/15/16,0.065,0.059,,,
2/15/16,0.119,0.08,,,
2/15/16,0.086,0.014,,,
2/16/16,0.142,0.136,,,
2/16/16,0.063,0.049,,,
2/17/16,0,0.037,,,
2/17/16,0.092,0.125,,,
2/17/16,0.074,0.064,,,
2/17/16,0.075,0.099,,,
2/17/16,0.082,0.079,,,
2/17/16,0.1,0.042,,,
2/18/16,0.085,0.023,,,
2/18/16,0.065,0.051,,,
2/18/16,0.063,0.045,,,
2/18/16,0.148,0.099,,,
2/18/16,0.064,0.078,,,
2/18/16,0.089,0.087,,,
2/19/16,0.058,0.033,,,
2/21/16,0.185,0.018,,,
2/21/16,0.136,0.059,,,
2/22/16,0.163,0.05,,,
2/22/16,0.083,0.047,,,
2/22/16,0.078,0.045,,,
2/22/16,0.066,0.089,,,
2/23/16,0.122,0.032,,,
2/23/16,0.122,0.032,,,
2/23/16,0.109,0.017,,,
2/24/16,0.129,0.064,,,
2/27/16,0.034,0.015,,,
2/27/16,0.106,0.098,,,
2/27/16,0.106,0.098,,,
3/2/16,0.07,0.025,,,
3/2/16,0.043,0.033,,,
3/2/16,0.102,0.013,,,
3/2/16,0.097,0.018,,,
3/2/16,0.102,0.045,,,
3/2/16,0.095,0.031,,,
3/2/16,0.143,0.024,,,
3/2/16,0.144,0.068,,,
3/2/16,0.073,0.032,,,
3/2/16,0.083,0.177,,,
3/2/16,0.141,0.074,,,
3/2/16,0.114,0.022,,,
3/2/16,0.133,0.097,,,
3/2/16,0.126,0.046,,,
3/2/16,0.167,0.05,,,
3/2/16,0.17,0.042,,,
3/2/16,0.121,0.034,,,
3/2/16,0.077,0.011,,,
3/2/16,0.09,0.028,,,
3/2/16,0.122,0.053,,,
3/3/16,0.114,0.055,,,
3/3/16,0.115,0.056,,,
3/3/16,0.1,0.037,,,
3/3/16,0.156,0.044,,,
3/3/16,0.165,0.041,,,
3/4/16,0.156,0.048,,,
3/5/16,0.11,0.078,,,
3/6/16,0.061,0.021,,,
3/7/16,0.065,0.081,,,
3/7/16,0.119,0.05,,,
3/7/16,0.122,0.073,,,
3/7/16,0.148,0.037,,,
3/8/16,0.145,0.064,,,
3/9/16,0.114,0.038,,,
3/9/16,0.116,0.024,,,
3/9/16,0.116,0.022,,,
3/9/16,0.079,0.013,,,
3/9/16,0.112,0.07,,,
3/9/16,0.129,0.016,,,
3/10/16,0.073,0,,,
3/10/16,0.114,0.038,,,
3/10/16,0.114,0.069,,,
3/10/16,0.168,0.066,,,
3/10/16,0.114,0.117,,,
3/11/16,0.167,0.065,,,
3/11/16,0.059,0.112,,,
3/11/16,0.055,0.064,,,
3/11/16,0.107,0.066,,,
3/11/16,0.083,0.08,,,
3/11/16,0.086,0.027,,,
3/11/16,0.125,0.104,,,
3/11/16,0.165,0.056,,,
3/11/16,0.141,0.041,,,
3/11/16,0.09,0.124,,,
3/11/16,0.094,0.016,,,
3/14/16,0.135,0.037,,,
3/14/16,0.068,0.108,,,
3/15/16,0.131,0.068,,,
3/15/16,0.148,0.039,,,
3/15/16,0.111,0.109,,,
3/15/16,0.117,0.052,,,
3/15/16,0.149,0.039,,,
3/15/16,0.103,0.038,,,
3/15/16,0.134,0.035,,,
3/15/16,0.112,0.029,,,
3/15/16,0.144,0.029,,,
3/15/16,0.053,0.025,,,
3/15/16,0.121,0.046,,,
3/15/16,0.132,0.051,,,
3/16/16,0.128,0.066,,,
3/16/16,0.097,0.017,,,
3/16/16,0.108,0.016,,,
3/17/16,0.085,0.077,,,
3/17/16,0.111,0.07,,,
3/18/16,0.092,0.036,,,
3/18/16,0.146,0.077,,,
3/18/16,0.152,0.075,,,
3/20/16,0.091,0.09,,,
3/20/16,0.091,0.009,,,
3/21/16,0.134,0.054,,,
3/22/16,0.103,0.035,,,
3/22/16,0.096,0.042,,,
3/22/16,0.11,0.067,,,
3/22/16,0.052,0.048,,,
3/23/16,0.129,0.033,,,
3/24/16,0.1,0.032,,,
3/24/16,0.108,0.035,,,
3/24/16,0.083,0.038,,,
3/24/16,0.082,0.045,,,
3/26/16,0.077,0.019,,,
3/27/16,0.091,0.014,,,
3/28/16,0.068,0.032,,,
3/28/16,0.119,0.086,,,
3/28/16,0.114,0.051,,,
3/28/16,0.143,0.044,,,
3/28/16,0.078,0.05,,,
3/28/16,0.15,0.055,,,
3/29/16,0.112,0.114,,,
3/29/16,0.141,0.074,,,
3/29/16,0.11,0.033,,,
3/29/16,0.092,0.02,,,
3/29/16,0.126,0.038,,,
3/29/16,0.129,0.033,,,
3/29/16,0.095,0.066,,,
3/29/16,0.109,0.064,,,
3/29/16,0.115,0.058,,,
3/29/16,0.126,0.045,,,
3/30/16,0.096,0.03,,,
3/30/16,0.084,0.138,,,
3/30/16,0.078,0.026,,,
3/31/16,0.075,0.022,,,
3/31/16,0.174,0.074,,,
3/31/16,0.105,0.096,,,
4/2/16,0.072,0.109,,,
4/2/16,0.043,0,,,
4/3/16,0.118,0.027,,,
4/4/16,0.119,0.031,,,
4/4/16,0.092,0.035,,,
4/4/16,0.119,0.031,,,
4/4/16,0,0.018,,,
4/4/16,0.078,0.06,,,
4/5/16,0.074,0.027,,,
4/5/16,0.117,0.061,,,
4/5/16,0.095,0.055,,,
4/6/16,0.177,0.023,,,
4/6/16,0.12,0.042,,,
4/6/16,0.074,0.06,,,
4/6/16,0.119,0.048,,,
4/6/16,0.079,0.046,,,
4/6/16,0.111,0.02,,,
4/7/16,0.074,0.054,,,
4/8/16,0.104,0.051,,,
4/8/16,0.125,0.059,,,
4/8/16,0.192,0.082,,,
4/8/16,0.103,0.068,,,
4/8/16,0.096,0.053,,,
4/8/16,0.058,0.067,,,
4/8/16,0.08,0.023,,,
4/8/16,0.061,0.047,,,
4/8/16,0.13,0.061,,,
4/8/16,0.115,0.036,,,
4/9/16,0.077,0.025,,,
4/11/16,0.106,0.006,,,
4/11/16,0.105,0.007,,,
4/11/16,0.103,0.031,,,
4/11/16,0.102,0.031,,,
4/11/16,0.125,0.059,,,
4/11/16,0.092,0.063,,,
4/11/16,0.165,0.065,,,
4/11/16,0.087,0.099,,,
4/11/16,0.182,0.037,,,
4/11/16,0.118,0.096,,,
4/12/16,0.082,0.072,,,
4/12/16,0.071,0.048,,,
4/12/16,0.07,0.047,,,
4/13/16,0.151,0.024,,,
4/13/16,0.099,0.074,,,
4/13/16,0.091,0.099,,,
4/13/16,0.1,0.033,,,
4/13/16,0.157,0.04,,,
4/14/16,0.103,0,,,
4/14/16,0.079,0.019,,,
4/14/16,0.097,0.053,,,
4/14/16,0.081,0.085,,,
4/14/16,0.092,0.048,,,
4/15/16,0.062,0.044,,,
4/15/16,0.064,0.109,,,
4/15/16,0.084,0.054,,,
4/15/16,0.169,0.056,,,
4/15/16,0.081,0.031,,,
4/15/16,0.067,0.114,,,
4/15/16,0.095,0.104,,,
4/16/16,0.07,0.029,,,
4/16/16,0.038,0.067,,,
4/18/16,0.101,0.083,,,
4/18/16,0.104,0.154,,,
4/18/16,0.121,0.032,,,
4/18/16,0.092,0.074,,,
4/18/16,0.126,0.078,,,
4/18/16,0.097,0.063,,,
4/18/16,0.118,0.074,,,
4/19/16,0.099,0.158,,,
4/19/16,0.087,0.01,,,
4/19/16,0.086,0.033,,,
4/19/16,0.081,0.078,,,
4/19/16,0.161,0.093,,,
4/19/16,0.111,0.121,,,
4/19/16,0.093,0.054,,,
4/20/16,0.141,0.029,,,
4/20/16,0.096,0.042,,,
4/21/16,0.115,0.06,,,
4/21/16,0.093,0.052,,,
4/21/16,0.097,0.055,,,
4/21/16,0.109,0.037,,,
4/21/16,0.105,0.069,,,
4/21/16,0.08,0.065,,,
4/21/16,0.088,0.091,,,
4/21/16,0.07,0.061,,,
4/22/16,0.097,0.07,,,
4/22/16,0.066,0.047,,,
4/23/16,0.076,0.075,,,
4/25/16,0.1,0.09,,,
4/25/16,0.169,0.049,,,
4/25/16,0.131,0.013,,,
4/25/16,0.088,0.019,,,
4/25/16,0.194,0.023,,,
4/25/16,0.085,0.027,,,
4/25/16,0.127,0.056,,,
4/26/16,0.126,0.039,,,
4/26/16,0.111,0.053,,,
4/26/16,0.086,0.091,,,
4/26/16,0.126,0.098,,,
4/26/16,0.122,0.032,,,
4/26/16,0.06,0.062,,,
4/26/16,0.13,0.038,,,
4/26/16,0.099,0.047,,,
4/27/16,0.155,0.024,,,
4/27/16,0.127,0.039,,,
4/27/16,0.171,0.024,,,
4/27/16,0.172,0.1,,,
4/27/16,0.085,0.03,,,
4/27/16,0.067,0.054,,,
4/27/16,0.097,0.047,,,
4/27/16,0.106,0.036,,,
4/27/16,0.132,0.033,,,
4/27/16,0.168,0.066,,,
4/27/16,0.139,0.067,,,
4/27/16,0.098,0.112,,,
4/27/16,0.133,0.05,,,
4/28/16,0.09,0.082,,,
4/28/16,0.157,0.033,,,
4/28/16,0.099,0.14,,,
4/28/16,0.172,0.073,,,
4/28/16,0.107,0.034,,,
4/28/16,0.041,0.135,,,
4/29/16,0.16,0.045,,,
4/29/16,0.107,0.095,,,
4/29/16,0.096,0.03,,,
4/29/16,0.141,0.074,,,
4/30/16,0.097,0.068,,,
4/30/16,0.074,0.07,,,
5/2/16,0.149,0.014,,,
5/2/16,0.038,0.015,,,
5/4/16,0.136,0.06,,,
5/4/16,0.125,0.044,,,
5/5/16,0.09,0.077,,,
5/5/16,0.102,0.06,,,
5/5/16,0.065,0.02,,,
5/6/16,0.153,0.051,,,
5/6/16,0.153,0.051,,,
5/9/16,0.081,0.04,,,
5/9/16,0.116,0.032,,,
5/9/16,0.073,0.112,,,
5/10/16,0.082,0.035,,,
5/10/16,0.105,0.051,,,
5/11/16,0.093,0.062,,,
5/11/16,0.114,0.051,,,
5/11/16,0.17,0.057,,,
5/12/16,0.112,0.064,,,
5/12/16,0.088,0.059,,,
5/13/16,0.09,0.023,,,
5/13/16,0.092,0.058,,,
5/16/16,0.109,0.05,,,
5/16/16,0.116,0.052,,,
5/16/16,0.137,0.043,,,
5/17/16,0.044,0.051,,,
5/18/16,0.129,0.046,,,
5/18/16,0.145,0.162,,,
5/19/16,0.129,0.073,,,
5/19/16,0.124,0.045,,,
5/19/16,0.166,0.041,,,
5/19/16,0.122,0.05,,,
5/19/16,0.183,0.023,,,
5/19/16,0.132,0.024,,,
5/19/16,0.077,0.063,,,
5/20/16,0.138,0.063,,,
5/20/16,0.101,0.031,,,
5/20/16,0.101,0.074,,,
5/21/16,0.106,0.055,,,
5/21/16,0.111,0.133,,,
5/21/16,0.102,0.074,,,
5/21/16,0.086,0.084,,,
5/21/16,0.144,0.072,,,
5/21/16,0.133,0.084,,,
5/23/16,0.103,0.08,,,
5/23/16,0.111,0.133,,,
5/24/16,0.106,0.053,,,
5/24/16,0.041,0.041,,,
5/24/16,0.144,0.075,,,
5/24/16,0.082,0.123,,,
5/24/16,0.08,0.051,,,
5/26/16,0.072,0.044,,,
5/26/16,0.084,0.044,,,
5/27/16,0.105,0.06,,,
5/29/16,0.068,0.086,,,
5/30/16,0.076,0.069,,,
5/31/16,0.12,0.078,,,
5/31/16,0.068,0.086,,,
5/31/16,0.116,0.087,,,
6/1/16,0.105,0.067,,,
6/2/16,0.097,0.033,,,
6/2/16,0.076,0.038,,,
6/2/16,0.06,0.066,,,
6/2/16,0.069,0.051,,,
6/3/16,0.091,0.057,,,
6/3/16,0.093,0.033,,,
6/3/16,0.131,0.054,,,
6/6/16,0.125,0.017,,,
6/6/16,0.102,0.06,,,
6/6/16,0.118,0.051,,,
6/7/16,0.147,0.066,,,
6/7/16,0.136,0.061,,,
6/7/16,0.102,0.06,,,
6/7/16,0.112,0.064,,,
6/7/16,0.135,0.06,,,
6/8/16,0.071,0.04,,,
6/8/16,0.06,0.013,,,
6/8/16,0.123,0.029,,,
6/8/16,0.1,0.067,,,
6/8/16,0.024,0.015,,,
6/8/16,0.104,0.045,,,
6/9/16,0.134,0.057,,,
6/9/16,0.126,0.016,,,
6/10/16,0.142,0.071,,,
6/10/16,0.107,0.034,,,
6/10/16,0.15,0.045,,,
6/10/16,0.1,0.05,,,
6/10/16,0.148,0.061,,,
6/10/16,0.099,0.051,,,
6/10/16,0.162,0.041,,,
6/10/16,0.078,0.051,,,
6/13/16,0.06,0.029,,,
6/13/16,0.142,0.029,,,
6/13/16,0.071,0.169,,,
6/13/16,0.124,0.076,,,
6/14/16,0.1,0.046,,,
6/15/16,0.105,0.027,,,
6/15/16,0.104,0.033,,,
6/15/16,0.054,0.024,,,
6/17/16,0.138,0.055,,,
6/17/16,0.175,0.054,,,
6/17/16,0.128,0.033,,,
6/17/16,0.112,0.069,,,
6/17/16,0.108,0.158,,,
6/20/16,0.07,0.04,,,
6/20/16,0.13,0.021,,,
6/20/16,0.135,0.079,,,
6/21/16,0.149,0.024,,,
6/22/16,0.092,0.076,,,
6/22/16,0.083,0.046,,,
6/22/16,0.09,0.047,,,
6/25/16,0.097,0.062,,,
6/26/16,0.084,0.016,,,
6/27/16,0.101,0.071,,,
6/27/16,0.099,0.068,,,
6/27/16,0.105,0.059,,,
7/1/16,0.13,0.1,,,
7/5/16,0.14,0.038,,,
7/5/16,0.102,0.141,,,
7/6/16,0.141,0.032,,,
7/6/16,0.177,0.036,,,
7/6/16,0.157,0.049,,,
7/7/16,0.147,0.036,,,
7/11/16,0.138,0.052,,,
7/11/16,0.139,0.052,,,
7/11/16,0.049,0.198,,,
7/11/16,0.089,0.063,,,
7/11/16,0.154,0.043,,,
7/11/16,0.157,0.012,,,
7/12/16,0.112,0.105,,,
7/13/16,0.073,0.035,,,
7/13/16,0.104,0.053,,,
7/14/16,0.127,0.028,,,
7/14/16,0.14,0.028,,,
7/14/16,0.095,0.064,,,
7/18/16,0.09,0.027,,,
7/19/16,0.062,0.048,,,
7/19/16,0.16,0.041,,,
7/20/16,0.156,0.054,,,
7/20/16,0.073,0.044,,,
7/25/16,0.114,0.067,,,
7/25/16,0.054,0.104,,,
7/25/16,0.047,0.056,,,
7/26/16,0.13,0.044,,,
7/26/16,0.11,0.085,,,
7/26/16,0.075,0.084,,,
7/26/16,0.146,0.082,,,
7/26/16,0.109,0.076,,,
7/26/16,0.134,0.045,,,
7/26/16,0.154,0.096,,,
7/27/16,0.084,0.056,,,
7/27/16,0.109,0.09,,,
7/27/16,0.122,0.052,,,
7/27/16,0.11,0.084,,,
7/27/16,0.057,0.098,,,
7/27/16,0.146,0.076,,,
7/27/16,0.117,0.065,,,
7/27/16,0.124,0.089,,,
7/27/16,0.1,0.073,,,
7/27/16,0.11,0.054,,,
7/28/16,0.084,0.097,,,
7/28/16,0.101,0.03,,,
7/29/16,0.112,0.073,,,
8/1/16,0.059,0.102,,,
8/1/16,0.111,0.074,,,
8/1/16,0.084,0.131,,,
8/1/16,0.132,0.084,,,
8/1/16,0.109,0.057,,,
8/1/16,0.114,0.131,,,
8/2/16,0.085,0.055,,,
8/2/16,0.114,0.13,,,
8/4/16,0.125,0.079,,,
8/5/16,0.135,0.047,,,
8/5/16,0.136,0.048,,,
8/8/16,0.037,0.049,,,
8/8/16,0.037,0.049,,,
8/8/16,0.139,0.12,,,
8/10/16,0.073,0.059,,,
8/15/16,0.103,0.032,,,
8/16/16,0.11,0.059,,,
8/17/16,0.093,0.056,,,
8/17/16,0.076,0.038,,,
8/22/16,0.097,0.08,,,
8/23/16,0.133,0.059,,,
8/23/16,0.079,0.052,,,
8/23/16,0.104,0.061,,,
8/24/16,0.139,0.042,,,
8/24/16,0.146,0.06,,,
8/26/16,0.112,0.064,,,
8/29/16,0.087,0.02,,,
8/30/16,0.079,0.065,,,
8/30/16,0.134,0.026,,,
8/31/16,0.123,0.046,,,
9/1/16,0.108,0.02,,,
9/1/16,0.14,0.02,,,
9/7/16,0.097,0.059,,,
9/19/16,0.126,0.1,,,
9/21/16,0.107,0.045,,,
9/23/16,0.115,0.094,,,
9/27/16,0.139,0.05,,,
9/29/16,0.137,0.057,,,
9/29/16,0.141,0.039,,,
10/3/16,0.094,0.076,,,
10/5/16,0.037,0.192,,,
10/5/16,0.13,0.02,,,
10/7/16,0.033,0.012,,,
10/8/16,0.096,0.062,,,
10/10/16,0.174,0.076,,,
10/13/16,0.085,0.041,,,
10/13/16,0.081,0.044,,,
10/13/16,0.102,0.055,,,
10/13/16,0.09,0.057,,,
10/17/16,0.101,0.011,,,
10/18/16,0.088,0.142,,,
10/18/16,0.115,0.015,,,
10/19/16,0.089,0.138,,,
10/20/16,0.102,0.065,,,
10/20/16,0.11,0.078,,,
10/21/16,0.035,0.184,,,
10/21/16,0.148,0.077,,,
10/21/16,0.076,0.086,,,
10/24/16,0.086,0.055,,,
10/24/16,0.182,0.05,,,
10/27/16,0.094,0.042,,,
10/27/16,0.086,0.05,,,
10/27/16,0.088,0.048,,,
10/28/16,0.088,0.048,,,
10/28/16,0.087,0.047,,,
11/7/16,0.119,0.066,,,